title,Type,description,level,course_duration,ratings,reviews_count,course_skills,Prerequisites,course_url,platform,course_img,domain,paid,students_count
Intro to Data Analysis,free,"Explore a variety of datasets, posing and answering your own questions about each. You'll be using the Python libraries NumPy, Pandas, and Matplotlib.",beginner,6 Weeks,,,"Data Analysis, Python, numpy, pandas",,https://www.udacity.com/course/intro-to-data-analysis--ud170,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/e91a4659d80f9de0294d1fc4d9c78b23a4e93146-1456x816.png?w=3840&q=80&fit=clip&auto=format,Digital Project Management,Yes,N/A
SQL for Data Analysis,free,Learn to use Structured Query Language (SQL) to extract and analyze data stored in databases,beginner,4 Weeks,,,"SQL Basics,  SQL Joins,  Data cleaning,  Aggregation",,https://www.udacity.com/course/sql-for-data-analysis--ud198,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/26ec24d4b156067dae78f954f28b12fa64e9bc8b-772x433.png?w=3840&q=80&fit=clip&auto=format,Google Workspace Productivity,Yes,N/A
Intro to Inferential Statistics,free,Intro to Inferential Statistics will teach you how to test your hypotheses and begin to make predictions based on statistical results drawn from data!,beginner,2 Months,,,"Inferential Statistics, Hypothesis Testing, T-tests, ANOVA",,https://www.udacity.com/course/intro-to-inferential-statistics--ud201,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/f65b0f36470667f36f2ab480f41a6eef6a0dfaa9-772x433.png?w=3840&q=80&fit=clip&auto=format,Prototyping,Yes,N/A
Spark,free,Master how to work with big data and build machine learning models at scale using Spark!,intermediate,10 Hours,,,"Spark, SparkSQL, Spark Dataframes, Data Wrangling, Machine Learning",,https://www.udacity.com/course/learn-spark-at-udacity--ud2002,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/844bbcb6611a250229f627f83416d5fa52e1917b-1324x742.png?w=3840&q=80&fit=clip&auto=format,Data Preparation with Alteryx,Yes,N/A
Data Analysis and Visualization,free,"This course will introduce students to the field by covering stateÂ­-of-Â­the-art modeling, analysis and visualization techniques.",intermediate,16 Weeks,,,"R, Data Analysis, Data Visualization, Regression",,https://www.udacity.com/course/data-analysis-and-visualization--ud404,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/2df8638e709b31e67768e848c1b38b83bad4df41-1456x816.png?w=3840&q=80&fit=clip&auto=format,Data-Driven Decision Making,Yes,N/A
Introduction to Digital Project Management,free,"This course introduces the field of digital project management, while diving into relevant career paths and what exactly those paths entail. It also covers the basic structure on which digital projects are formed.",beginner,1 Week,,,"Digital project management basics,  project management skills,   project management lifecycle",,https://www.udacity.com/course/introduction-to-digital-project-management--ud043,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/8654239949755df40b9750508d22e758ea155d4d-945x530.png?w=3840&q=80&fit=clip&auto=format,Classification Predictive Models,Yes,N/A
Getting Started with Google Workspace,free,"Learn how to manage mail and schedules effectively. Create, manage and, share content in Google Drive and become more productive through the use of the collaboration features that are an integral and defining part of Google Workspace.",beginner,2 Months,,,"Gmail,  Google Calendar,  Google Drive,  Google Docs,  Google Slides,  Google Meet,  Google Chat,  Google Forms,  Intermediate Spreadsheet Use,  Basic Spreadsheet Use",,https://www.udacity.com/course/getting-started-with-google-workspace--ud300,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/dfaa827f099ab02154e4350e1221e6e48ab31a5a-1218x682.png?w=3840&q=80&fit=clip&auto=format,Product Validation and UI/UX,Yes,N/A
Rapid Prototyping,free,Learning to prototype will save you time and money in the development process. Youâ€™ll create quality apps faster and have confidence in the viability of your products.,intermediate,3 Weeks,,,"Prototyping, User Research, inVision",,https://www.udacity.com/course/rapid-prototyping--ud723,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/5c3120359be5c4f225cd7b817811217041b759ab-1192x668.png?w=3840&q=80&fit=clip&auto=format,Segmentation and Clustering,Yes,N/A
Creating an Analytical Dataset,free,Learn how to prepare data to ensure the efficacy of your analysis while improving fluency in Alteryx.,beginner,2 Weeks,,,"Data Issues, Data Formatting, Data Blending",,https://www.udacity.com/course/creating-an-analytical-dataset--ud977,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/d2f16531bde974464ad7ab74dc335790dbdebffa-1192x668.png?w=3840&q=80&fit=clip&auto=format,Time Series Forecasting,Yes,N/A
Problem Solving with Advanced Analytics,free,"Learn a scientific approach to solving problems with data, a foundational skill for anyone interested in making data driven decisions in a business context.",beginner,2 Weeks,,,Linear Regression,,https://www.udacity.com/course/problem-solving-with-advanced-analytics--ud976,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/3b5e2dcb6962b3c193bb33b3ffe880441acf2a89-1198x672.png?w=3840&q=80&fit=clip&auto=format,User Base Growth Strategy,Yes,N/A
Classification Models,free,Learn how to use classification predictive models to solve business problems involving non-numeric data.,intermediate,2 Weeks,,,"Binary Classication Models, Non-Binary Classification Models",,https://www.udacity.com/course/classification-models--ud978,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/e767662e806c4b485fdb86dbc15f13f937756232-1456x816.png?w=3840&q=80&fit=clip&auto=format,Monetization Strategy,Yes,N/A
Product Design,free,"Learn product validation, UI/UX practices, Googleâ€™s Design Sprint and the process for setting and tracking actionable metrics.",intermediate,2 Months,,,"Product Design, Design Sprints, Ideation and Validation, UI/UX",,https://www.udacity.com/course/product-design--ud509,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/5ff5d5ece10bed416bef03604a02a5224b30cd82-1456x816.png?w=3840&q=80&fit=clip&auto=format,A/B Testing,Yes,N/A
Segmentation and Clustering,free,The Segmentation & Clustering course provides students with the knowledge to build and apply clustering models to develop sophisticated segmentation in business contexts.,intermediate,3 Weeks,,,"Variable Reduction, Clustering Models design",,https://www.udacity.com/course/segmentation-and-clustering--ud981,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/7c30d37b7fa71fd4603ed91727c5505d14426f0e-1456x816.png?w=3840&q=80&fit=clip&auto=format,Customer Development,Yes,N/A
Time Series Forecasting,free,The Time Series Forecasting course provides students with the foundational knowledge to build and apply time series forecasting models in a variety of business contexts.,intermediate,3 Weeks,,,"Time Series Forecasting, ETS Models, ARIMA Models",,https://www.udacity.com/course/time-series-forecasting--ud980,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/de83e035790099664b193de60ad62f9ce64ab50b-1350x756.png?w=3840&q=80&fit=clip&auto=format,Business Growth,Yes,N/A
App Marketing,free,"This course will help you organize a strategy of identifying your perfect user, and teach you how to grow your user base by focusing your product on their needs.",intermediate,2 Weeks,,,"App Marketing, User Segmentation, Customer Acquisition",,https://www.udacity.com/course/app-marketing--ud719,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/86756465e03b99e350c321d4cbfd99e61e2a3520-1218x682.png?w=3840&q=80&fit=clip&auto=format,Remote Workforce Management,Yes,N/A
App Monetization,free,"Learn how to effectively develop, implement, and measure your monetization strategy, iterating on the model as appropriate.",intermediate,1 Month,,,"Product Design, Google Analytics",,https://www.udacity.com/course/app-monetization--ud518,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/f30df485d2531da30e61564cb87f8f92f95ca742-1198x672.png?w=3840&q=80&fit=clip&auto=format,Autonomous Databases,Yes,N/A
A/B Testing for Business Analysts,free,The A/B Testing course provides students with the foundational knowledge to design and analyze A/B tests to create business insights and support decision making.,intermediate,3 Weeks,,,"A/B Randomized Design Tests, A/B Matched Pair Design Tests",,https://www.udacity.com/course/ab-testing--ud979,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/6c256248d79b3083336ab1e12f42ccde7e42b56c-1198x672.png?w=3840&q=80&fit=clip&auto=format,Oracle Cloud Infrastructure (OCI),Yes,N/A
How to Build a Startup,free,"Learn what it takes to build a successful startup using the Customer Development process, where entrepreneurs ""get out of the building"" to gather and iterate on feedback.",intermediate,1 Month,,,"Entrepreneurship, Value Proposition, Revenue Models, Customer Segments",,https://www.udacity.com/course/how-to-build-a-startup--ep245,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/ee5be1eeedf5ceda1877f3b27d78b5a5d8abb558-1348x756.png?w=3840&q=80&fit=clip&auto=format,Oracle Cloud Infrastructure Architecture,Yes,N/A
Get Your Startup Started,free,Acquire the know-how necessary to see your business grow towards its next milestone.,intermediate,3 Weeks,,,"Entrepreneurship, Bootstrapping",,https://www.udacity.com/course/get-your-startup-started--ud806,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/127c1f769355e645e449045e7d9088d3f55c0397-1456x816.png?w=640&q=100&fit=clip&auto=format,Oracle Cloud Infrastructure Services,Yes,N/A
Managing Remote Teams with Upwork,free,Bring your remote-teams to the next level with hands-on skills to manage your remote workforce effectively.,beginner,1 Hour,,,"Team Management, Workforce Training, Business Strategy, Agile Management, Remote Work",,https://www.udacity.com/course/managing-remote-teams-with-upwork--ud942,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/8654239949755df40b9750508d22e758ea155d4d-945x530.png?w=828&q=100&fit=clip&auto=format,Oracle Cloud Operations,Yes,N/A
Oracle Autonomous Database Administration,free,"Dive into the fundamentals of autonomous databases. Explore the process of planning, implementing, and deploying an Oracle Autonomous Database, the first and only autonomous database service in the cloud.",beginner,1 Week,,,"Oracle Autonomous Database,  Exadata infrastructure,  Oracle Machine Learning,  APEX,  and SQL Developer Web,  Autonomous JSON,  Oracle Text,  Spatial,  and Graph",,https://www.udacity.com/course/oracle-autonomous-database-administration--cd12502,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/dfaa827f099ab02154e4350e1221e6e48ab31a5a-1218x682.png?w=828&q=100&fit=clip&auto=format,Cloud Literacy and Digital Transformation,Yes,N/A
Oracle Cloud Infrastructure Architect Associate,free,Develop key insights into key concepts and features of Oracle Cloud Infrastructure (OCI).,intermediate,1 Week,,,"VCN,  Network security,  load balancer and traffic management,  OCI Compute and storage,  autoscaling,  OS management",,https://www.udacity.com/course/oracle-cloud-infrastructure-architect-associate--cd12503,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/fdf314615dab9455b1e163ae8ab698abde8453c8-1456x816.png?w=3840&q=80&fit=clip&auto=format,Kubernetes Application Deployment,Yes,N/A
Oracle Cloud Infrastructure Architect Professional,free,This course will help you gain strong knowledge through hands-on experience with architecting infrastructure using Oracle Cloud Infrastructure services.,advanced,1 Week,,,"OCI,  Cloud solution,  N-tier applications,  microservices,  and serverless architecture",,https://www.udacity.com/course/oracle-cloud-infrastructure-architect-professional--cd12504,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/11a90ae272df3763621552365876f6ea8ac21a97-1324x742.png?w=3840&q=80&fit=clip&auto=format,Cyber-Physical Systems,Yes,N/A
Oracle Cloud Infrastructure Foundations,free,Develop foundational knowledge of Oracle Cloud Infrastructure Cloud Services.,beginner,1 Week,,,"OCI,  OCI service offerings,  OCI security model,  OCI compliance structure,  OCI pricing,  support model,  and operations.",,https://www.udacity.com/course/oracle-cloud-infrastructure-foundations--cd12505,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/b32fd6fc93400e5aa6beca327fb5b4a74761b180-1324x742.png?w=3840&q=80&fit=clip&auto=format,Differential Equations in Python,Yes,N/A
Oracle Cloud Infrastructure Operations Professional,free,This course is going to walk you through some of the day-to-day operational activities that you might find yourself managing in the Oracle Cloud Infrastructure ecosystem.,beginner,1 Week,,,"OCI CLI,  Oracle Resource Manager,  Manage custom images,  Network Security Architecture",,https://www.udacity.com/course/oracle-cloud-infrastructure-operations-professional--cd12506,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/1706e25eac3c20ab4bf5d2062264a288af29f496-1324x742.png?w=3840&q=80&fit=clip&auto=format,Self-Driving Cars,Yes,N/A
Google Cloud Digital Leader Training,free,Gain foundational literacy in cloud & digital transformation. Increase your cloud confidence so you can speak with colleagues in technical cloud roles and contribute to informed cloud-related business decisions.,intermediate,2 Weeks,,,"Google Cloud Fundamentals,  Cloud Computing Fluency,  Digital Transformation Strategy,  Data Innovation,  IT Infrastructure Modernization,  Application Modernization,  Cloud Cost Governance,  Cloud Security Fluency,  Cloud Operational Efficiency",,https://www.udacity.com/course/google-cloud-digital-leader-training--ud301,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/8980e92e19621099e7f69bf42be9d4aece603754-1456x816.png?w=3840&q=80&fit=clip&auto=format,Product Management Interviews,Yes,N/A
Cloud Native Fundamentals,free,"Throughout this course, students will learn how to structure, package, and release an application to a Kubernetes cluster, while using an automated CI/CD pipeline.",intermediate,1 Month,,,"Kubernetes,  Docker,  Cloud Computing Fluency,  Cloud Architecture Model Types,  CI/CD,  Application Development Best Practices,  Argo CD,  Github Actions,  Platform as a Service",,https://www.udacity.com/course/cloud-native-fundamentals--ud064,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/127c1f769355e645e449045e7d9088d3f55c0397-1456x816.png?w=3840&q=80&fit=clip&auto=format,Resume Building,Yes,N/A
Cyber-Physical Systems Design & Analysis,free,This course provides an introduction to cyber-physical systems with an industrial perspective.,advanced,16 Weeks,,,"Kubernetes,  Docker,  Cloud Computing Fluency,  Cloud Architecture Model Types,  CI/CD,  Application Development Best Practices,  Argo CD,  Github Actions,  Platform as a Service",,https://www.udacity.com/course/cyber-physical-systems-design-analysis--ud9876,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/e91a4659d80f9de0294d1fc4d9c78b23a4e93146-1456x816.png?w=3840&q=80&fit=clip&auto=format,Networking Skills,Yes,N/A
Differential Equations in Action,free,"Write Python code to find numerical solutions to systems of differential equations. The models you create will fight wildfires, bring spaceships back to earth, and more!",intermediate,2 Months,,,"Math, Differential Equations",,https://www.udacity.com/course/differential-equations-in-action--cs222,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/26ec24d4b156067dae78f954f28b12fa64e9bc8b-772x433.png?w=3840&q=80&fit=clip&auto=format,Data Science Interview Preparation,Yes,N/A
Self-Driving Fundamentals: Featuring Apollo,free,"Identify key parts of self-driving cars, utilize Apollo HD Map, localization, perception, prediction, planning and control, and start the learning path of building a self-driving car. ",beginner,4 Weeks,,,"Apollo HD Map, Localization, Perception, Prediction, Planning, Control",,https://www.udacity.com/course/self-driving-car-fundamentals-featuring-apollo--ud0419,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/f65b0f36470667f36f2ab480f41a6eef6a0dfaa9-772x433.png?w=3840&q=80&fit=clip&auto=format,Android and Mobile Development Interviews,Yes,N/A
Product Manager Interview Preparation,free,"Ace your product management interview by understanding how to answer key strategic, technical, and practical product questions.",beginner,1 Week,,,"Product Management, Interview Preparation, Career Advancement, Product Strategy, Technical Interview",,https://www.udacity.com/course/product-manager-interview-preparation--ud034,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/844bbcb6611a250229f627f83416d5fa52e1917b-1324x742.png?w=3840&q=80&fit=clip&auto=format,Machine Learning Interviews,Yes,N/A
Craft Your Cover Letter,free,Write a compelling narrative that showcases your value to the company.,beginner,1 Day,,,"Creating a narrative, Targeting your pitch, Communicating value, Career Advancement",,https://www.udacity.com/course/craft-your-cover-letter--ud244,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/2df8638e709b31e67768e848c1b38b83bad4df41-1456x816.png?w=3840&q=80&fit=clip&auto=format,Front-End Interviews,Yes,N/A
Refresh Your Resume,free,Create a targeted resume that gets the attention of recruiters and lands you an interview in tech.,beginner,2 Days,,,"Resume writing, Company targeting, Storytelling, Career Advancement",,https://www.udacity.com/course/refresh-your-resume--ud243,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/8654239949755df40b9750508d22e758ea155d4d-945x530.png?w=3840&q=80&fit=clip&auto=format,Full Stack and Web Security Interviews,Yes,N/A
Strengthen Your LinkedIn Network & Brand,free,Learn how to excel at networking both in-person and on LinkedIn.,beginner,1 Week,,,"Personal branding, LinkedIn, Networking, Career Advancement",,https://www.udacity.com/course/strengthen-your-linkedin-network-and-brand--ud242,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/dfaa827f099ab02154e4350e1221e6e48ab31a5a-1218x682.png?w=3840&q=80&fit=clip&auto=format,Swift Interview Questions,Yes,N/A
Data Science Interview Prep,free,"Prepare for data science interviews by practicing data analysis, machine learning, and data structure and algorithms questions.",intermediate,1 Week,,,"Interview practice, Common Data Questions, Data Structures, Career Advancement",,https://www.udacity.com/course/data-science-interview-prep--ud944,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/5c3120359be5c4f225cd7b817811217041b759ab-1192x668.png?w=3840&q=80&fit=clip&auto=format,iOS and Mobile Development Interviews,Yes,N/A
Android Interview Prep,free,Learn how to respond to common Android and mobile development interview questions.,intermediate,1 Week,,,"Interview practice, Common Android Questions, Whiteboarding",,https://www.udacity.com/course/android-interview-prep--ud241,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/d2f16531bde974464ad7ab74dc335790dbdebffa-1192x668.png?w=3840&q=80&fit=clip&auto=format,VR Development Interviews,Yes,N/A
Machine Learning Interview Preparation,free,"In this course, youâ€™ll learn exactly what to expect during a machine learning interview.",intermediate,1 Week,,,"Interview practice, Machine Learning, Career Advancement",,https://www.udacity.com/course/machine-learning-interview-prep--ud1001,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/3b5e2dcb6962b3c193bb33b3ffe880441acf2a89-1198x672.png?w=3840&q=80&fit=clip&auto=format,Monetization Strategies for Games,Yes,N/A
Front-End Interview Prep,free,Answer front-end technical and behavioral interview questions with confidence and poise.,intermediate,1 Week,,,"Interview questions, Common FE Questions, Whiteboarding, Career Advancement",,https://www.udacity.com/course/front-end-interview-prep--ud250,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/e767662e806c4b485fdb86dbc15f13f937756232-1456x816.png?w=3840&q=80&fit=clip&auto=format,Exploratory Data Analysis with Python,Yes,N/A
Full-Stack Interview Prep,free,Answer common full stack and web security interview questions with confidence and poise.,intermediate,1 Week,,,"Interview practice, Common FS Questions, Whiteboarding, Career Advancement",,https://www.udacity.com/course/full-stack-interview-prep--ud252,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/5ff5d5ece10bed416bef03604a02a5224b30cd82-1456x816.png?w=3840&q=80&fit=clip&auto=format,Structured Query Language (SQL),Yes,N/A
Data Structures & Algorithms in Swift,free,Review and practice the skills technical interviewers expect you to know and learn how to explain your Swift solutions.,intermediate,4 Weeks,,,"Interview practice, Swift, Data structures, Career Advancement",,https://www.udacity.com/course/data-structures-and-algorithms-in-swift--ud1011,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/7c30d37b7fa71fd4603ed91727c5505d14426f0e-1456x816.png?w=3840&q=80&fit=clip&auto=format,Inferential Statistics in Data Science,Yes,N/A
iOS Interview Prep,free,Answer iOS and mobile development interview questions with confidence and poise.,intermediate,1 Week,,,"Interview practice, Common iOS Questions, Whiteboarding, Career Advancement",,https://www.udacity.com/course/ios-interview-prep--ud240,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/de83e035790099664b193de60ad62f9ce64ab50b-1350x756.png?w=3840&q=80&fit=clip&auto=format,Big Data and Machine Learning with Spark,Yes,N/A
VR Interview Prep,free,Learn how to tackle interview questions for technical roles in VR Development.,intermediate,1 Week,,,"Interview practice, Common VR Questions, Whiteboarding, Career Advancement",,https://www.udacity.com/course/vr-interview-prep--ud251,Udacity,https://cdn.sanity.io/images/tlr8oxjg/production/86756465e03b99e350c321d4cbfd99e61e2a3520-1218x682.png?w=3840&q=80&fit=clip&auto=format,Digital Marketing Strategy,Yes,N/A
